center,left,right,steering,throttle,brake,speed
IMG\center_2019_02_02_22_26_31_114.jpg,IMG\left_2019_02_02_22_26_31_114.jpg,IMG\right_2019_02_02_22_26_31_114.jpg,0.09658913,0.0,0.0,20.04491
IMG\center_2019_02_02_22_26_31_214.jpg,IMG\left_2019_02_02_22_26_31_214.jpg,IMG\right_2019_02_02_22_26_31_214.jpg,0.0,0.0,0.0,20.16022
IMG\center_2019_02_02_22_26_31_315.jpg,IMG\left_2019_02_02_22_26_31_315.jpg,IMG\right_2019_02_02_22_26_31_315.jpg,0.0,0.0,0.0,19.61272
IMG\center_2019_02_02_22_26_31_418.jpg,IMG\left_2019_02_02_22_26_31_418.jpg,IMG\right_2019_02_02_22_26_31_418.jpg,0.0,0.06247664,0.0,19.77395
IMG\center_2019_02_02_22_26_31_519.jpg,IMG\left_2019_02_02_22_26_31_519.jpg,IMG\right_2019_02_02_22_26_31_519.jpg,0.0,0.363014,0.0,19.50755
IMG\center_2019_02_02_22_26_31_622.jpg,IMG\left_2019_02_02_22_26_31_622.jpg,IMG\right_2019_02_02_22_26_31_622.jpg,0.08255359,0.6653412,0.0,20.21953
IMG\center_2019_02_02_22_26_31_723.jpg,IMG\left_2019_02_02_22_26_31_723.jpg,IMG\right_2019_02_02_22_26_31_723.jpg,0.21835520000000005,0.6770145000000001,0.0,20.70848
IMG\center_2019_02_02_22_26_31_824.jpg,IMG\left_2019_02_02_22_26_31_824.jpg,IMG\right_2019_02_02_22_26_31_824.jpg,0.01032991,0.3826952,0.0,21.28717
IMG\center_2019_02_02_22_26_31_927.jpg,IMG\left_2019_02_02_22_26_31_927.jpg,IMG\right_2019_02_02_22_26_31_927.jpg,0.01968025,0.02238606,0.0,21.33189
IMG\center_2019_02_02_22_26_32_027.jpg,IMG\left_2019_02_02_22_26_32_027.jpg,IMG\right_2019_02_02_22_26_32_027.jpg,0.1269452,0.0,0.0,20.83585
IMG\center_2019_02_02_22_26_32_130.jpg,IMG\left_2019_02_02_22_26_32_130.jpg,IMG\right_2019_02_02_22_26_32_130.jpg,0.03516822,0.0,0.0,20.91373
IMG\center_2019_02_02_22_26_32_231.jpg,IMG\left_2019_02_02_22_26_32_231.jpg,IMG\right_2019_02_02_22_26_32_231.jpg,0.1752424,0.0,0.0,20.38402
IMG\center_2019_02_02_22_26_32_334.jpg,IMG\left_2019_02_02_22_26_32_334.jpg,IMG\right_2019_02_02_22_26_32_334.jpg,0.0,0.0,0.0,20.49664
IMG\center_2019_02_02_22_26_32_438.jpg,IMG\left_2019_02_02_22_26_32_438.jpg,IMG\right_2019_02_02_22_26_32_438.jpg,0.1537385,0.0,0.0,19.95307
IMG\center_2019_02_02_22_26_32_538.jpg,IMG\left_2019_02_02_22_26_32_538.jpg,IMG\right_2019_02_02_22_26_32_538.jpg,0.09381545,0.0,0.0,20.0639
IMG\center_2019_02_02_22_26_32_640.jpg,IMG\left_2019_02_02_22_26_32_640.jpg,IMG\right_2019_02_02_22_26_32_640.jpg,0.1692698,0.0,0.0,19.49613
IMG\center_2019_02_02_22_26_32_743.jpg,IMG\left_2019_02_02_22_26_32_743.jpg,IMG\right_2019_02_02_22_26_32_743.jpg,0.3561222,0.0,0.0,19.60864
IMG\center_2019_02_02_22_26_32_846.jpg,IMG\left_2019_02_02_22_26_32_846.jpg,IMG\right_2019_02_02_22_26_32_846.jpg,0.06260896,0.0,0.0,19.00358
IMG\center_2019_02_02_22_26_32_949.jpg,IMG\left_2019_02_02_22_26_32_949.jpg,IMG\right_2019_02_02_22_26_32_949.jpg,0.0,0.05110686,0.0,18.74604
IMG\center_2019_02_02_22_26_33_051.jpg,IMG\left_2019_02_02_22_26_33_051.jpg,IMG\right_2019_02_02_22_26_33_051.jpg,0.0,0.3561623,0.0,19.20893
IMG\center_2019_02_02_22_26_33_154.jpg,IMG\left_2019_02_02_22_26_33_154.jpg,IMG\right_2019_02_02_22_26_33_154.jpg,0.0,0.6560861,0.0,19.32535
IMG\center_2019_02_02_22_26_33_257.jpg,IMG\left_2019_02_02_22_26_33_257.jpg,IMG\right_2019_02_02_22_26_33_257.jpg,0.0,0.9548305,0.0,20.31815
IMG\center_2019_02_02_22_26_33_361.jpg,IMG\left_2019_02_02_22_26_33_361.jpg,IMG\right_2019_02_02_22_26_33_361.jpg,0.0,1.0,0.0,21.21293
IMG\center_2019_02_02_22_26_33_462.jpg,IMG\left_2019_02_02_22_26_33_462.jpg,IMG\right_2019_02_02_22_26_33_462.jpg,0.0,1.0,0.0,22.26892
IMG\center_2019_02_02_22_26_33_563.jpg,IMG\left_2019_02_02_22_26_33_563.jpg,IMG\right_2019_02_02_22_26_33_563.jpg,0.0,1.0,0.0,23.22612
IMG\center_2019_02_02_22_26_33_664.jpg,IMG\left_2019_02_02_22_26_33_664.jpg,IMG\right_2019_02_02_22_26_33_664.jpg,0.0,1.0,0.0,24.21073
IMG\center_2019_02_02_22_26_33_765.jpg,IMG\left_2019_02_02_22_26_33_765.jpg,IMG\right_2019_02_02_22_26_33_765.jpg,0.0,1.0,0.0,25.17314
IMG\center_2019_02_02_22_26_33_868.jpg,IMG\left_2019_02_02_22_26_33_868.jpg,IMG\right_2019_02_02_22_26_33_868.jpg,0.0,1.0,0.0,26.31845
IMG\center_2019_02_02_22_26_33_972.jpg,IMG\left_2019_02_02_22_26_33_972.jpg,IMG\right_2019_02_02_22_26_33_972.jpg,0.0,1.0,0.0,27.26205
IMG\center_2019_02_02_22_26_34_074.jpg,IMG\left_2019_02_02_22_26_34_074.jpg,IMG\right_2019_02_02_22_26_34_074.jpg,0.0,1.0,0.0,28.19618
IMG\center_2019_02_02_22_26_34_173.jpg,IMG\left_2019_02_02_22_26_34_173.jpg,IMG\right_2019_02_02_22_26_34_173.jpg,0.0,1.0,0.0,29.120890000000006
IMG\center_2019_02_02_22_26_34_275.jpg,IMG\left_2019_02_02_22_26_34_275.jpg,IMG\right_2019_02_02_22_26_34_275.jpg,0.0,1.0,0.0,30.03629
IMG\center_2019_02_02_22_26_34_378.jpg,IMG\left_2019_02_02_22_26_34_378.jpg,IMG\right_2019_02_02_22_26_34_378.jpg,0.0,1.0,0.0,30.190240000000006
IMG\center_2019_02_02_22_26_34_482.jpg,IMG\left_2019_02_02_22_26_34_482.jpg,IMG\right_2019_02_02_22_26_34_482.jpg,0.0,1.0,0.0,30.19026
IMG\center_2019_02_02_22_26_34_582.jpg,IMG\left_2019_02_02_22_26_34_582.jpg,IMG\right_2019_02_02_22_26_34_582.jpg,0.1173611,1.0,0.0,30.18656
IMG\center_2019_02_02_22_26_34_684.jpg,IMG\left_2019_02_02_22_26_34_684.jpg,IMG\right_2019_02_02_22_26_34_684.jpg,0.2912526,0.9885911,0.0,30.17333
IMG\center_2019_02_02_22_26_34_785.jpg,IMG\left_2019_02_02_22_26_34_785.jpg,IMG\right_2019_02_02_22_26_34_785.jpg,0.0,0.6767327,0.0,30.12073
IMG\center_2019_02_02_22_26_34_885.jpg,IMG\left_2019_02_02_22_26_34_885.jpg,IMG\right_2019_02_02_22_26_34_885.jpg,0.04098641,0.3848061,0.0,30.04692
IMG\center_2019_02_02_22_26_34_987.jpg,IMG\left_2019_02_02_22_26_34_987.jpg,IMG\right_2019_02_02_22_26_34_987.jpg,0.13280250000000002,0.02702313,0.0,29.8823
IMG\center_2019_02_02_22_26_35_088.jpg,IMG\left_2019_02_02_22_26_35_088.jpg,IMG\right_2019_02_02_22_26_35_088.jpg,0.08226479,0.0,0.0,29.59412
IMG\center_2019_02_02_22_26_35_191.jpg,IMG\left_2019_02_02_22_26_35_191.jpg,IMG\right_2019_02_02_22_26_35_191.jpg,0.1180191,0.0,0.0,29.28226
IMG\center_2019_02_02_22_26_35_293.jpg,IMG\left_2019_02_02_22_26_35_293.jpg,IMG\right_2019_02_02_22_26_35_293.jpg,0.0,0.0,0.0,28.99856
IMG\center_2019_02_02_22_26_35_394.jpg,IMG\left_2019_02_02_22_26_35_394.jpg,IMG\right_2019_02_02_22_26_35_394.jpg,0.0,0.0,0.0,28.703570000000006
IMG\center_2019_02_02_22_26_35_495.jpg,IMG\left_2019_02_02_22_26_35_495.jpg,IMG\right_2019_02_02_22_26_35_495.jpg,0.0,0.0,0.0,28.41647
IMG\center_2019_02_02_22_26_35_598.jpg,IMG\left_2019_02_02_22_26_35_598.jpg,IMG\right_2019_02_02_22_26_35_598.jpg,0.0,0.2261134,0.0,28.21927
IMG\center_2019_02_02_22_26_35_701.jpg,IMG\left_2019_02_02_22_26_35_701.jpg,IMG\right_2019_02_02_22_26_35_701.jpg,0.0,0.5155814000000001,0.0,28.38163
IMG\center_2019_02_02_22_26_35_804.jpg,IMG\left_2019_02_02_22_26_35_804.jpg,IMG\right_2019_02_02_22_26_35_804.jpg,0.0,0.8217825999999999,0.0,28.90464
IMG\center_2019_02_02_22_26_35_907.jpg,IMG\left_2019_02_02_22_26_35_907.jpg,IMG\right_2019_02_02_22_26_35_907.jpg,0.0,1.0,0.0,29.94749
IMG\center_2019_02_02_22_26_36_009.jpg,IMG\left_2019_02_02_22_26_36_009.jpg,IMG\right_2019_02_02_22_26_36_009.jpg,0.0,1.0,0.0,30.19074
IMG\center_2019_02_02_22_26_36_111.jpg,IMG\left_2019_02_02_22_26_36_111.jpg,IMG\right_2019_02_02_22_26_36_111.jpg,0.0,1.0,0.0,30.19073
IMG\center_2019_02_02_22_26_36_215.jpg,IMG\left_2019_02_02_22_26_36_215.jpg,IMG\right_2019_02_02_22_26_36_215.jpg,0.0,0.7095144,0.0,30.1273
IMG\center_2019_02_02_22_26_36_318.jpg,IMG\left_2019_02_02_22_26_36_318.jpg,IMG\right_2019_02_02_22_26_36_318.jpg,0.0,0.9898193,0.0,30.17565
IMG\center_2019_02_02_22_26_36_417.jpg,IMG\left_2019_02_02_22_26_36_417.jpg,IMG\right_2019_02_02_22_26_36_417.jpg,0.0,1.0,0.0,30.19077
IMG\center_2019_02_02_22_26_36_521.jpg,IMG\left_2019_02_02_22_26_36_521.jpg,IMG\right_2019_02_02_22_26_36_521.jpg,0.0,1.0,0.0,30.19074
IMG\center_2019_02_02_22_26_36_624.jpg,IMG\left_2019_02_02_22_26_36_624.jpg,IMG\right_2019_02_02_22_26_36_624.jpg,0.0,1.0,0.0,30.19076
IMG\center_2019_02_02_22_26_36_725.jpg,IMG\left_2019_02_02_22_26_36_725.jpg,IMG\right_2019_02_02_22_26_36_725.jpg,-0.1840723,1.0,0.0,30.18172
IMG\center_2019_02_02_22_26_36_825.jpg,IMG\left_2019_02_02_22_26_36_825.jpg,IMG\right_2019_02_02_22_26_36_825.jpg,0.0,1.0,0.0,30.19044
IMG\center_2019_02_02_22_26_36_928.jpg,IMG\left_2019_02_02_22_26_36_928.jpg,IMG\right_2019_02_02_22_26_36_928.jpg,0.0,0.8147747,0.0,30.15339
IMG\center_2019_02_02_22_26_37_031.jpg,IMG\left_2019_02_02_22_26_37_031.jpg,IMG\right_2019_02_02_22_26_37_031.jpg,0.0,0.5047324000000001,0.0,30.07759
IMG\center_2019_02_02_22_26_37_131.jpg,IMG\left_2019_02_02_22_26_37_131.jpg,IMG\right_2019_02_02_22_26_37_131.jpg,0.0,0.2121744,0.0,30.00393
IMG\center_2019_02_02_22_26_37_232.jpg,IMG\left_2019_02_02_22_26_37_232.jpg,IMG\right_2019_02_02_22_26_37_232.jpg,-0.06411419,0.0,0.0,29.80027
IMG\center_2019_02_02_22_26_37_335.jpg,IMG\left_2019_02_02_22_26_37_335.jpg,IMG\right_2019_02_02_22_26_37_335.jpg,0.0,0.0,0.0,29.50294
IMG\center_2019_02_02_22_26_37_437.jpg,IMG\left_2019_02_02_22_26_37_437.jpg,IMG\right_2019_02_02_22_26_37_437.jpg,0.0,0.0,0.0,29.20856
IMG\center_2019_02_02_22_26_37_541.jpg,IMG\left_2019_02_02_22_26_37_541.jpg,IMG\right_2019_02_02_22_26_37_541.jpg,-0.1778352,0.0,0.0,28.88689
IMG\center_2019_02_02_22_26_37_644.jpg,IMG\left_2019_02_02_22_26_37_644.jpg,IMG\right_2019_02_02_22_26_37_644.jpg,0.0,0.0,0.0,28.59744
IMG\center_2019_02_02_22_26_37_747.jpg,IMG\left_2019_02_02_22_26_37_747.jpg,IMG\right_2019_02_02_22_26_37_747.jpg,0.0,0.0,0.0,28.25455
IMG\center_2019_02_02_22_26_37_850.jpg,IMG\left_2019_02_02_22_26_37_850.jpg,IMG\right_2019_02_02_22_26_37_850.jpg,-0.08454023,0.0,0.0,27.97094
IMG\center_2019_02_02_22_26_37_951.jpg,IMG\left_2019_02_02_22_26_37_951.jpg,IMG\right_2019_02_02_22_26_37_951.jpg,-0.2420287,0.0,0.0,27.63027
IMG\center_2019_02_02_22_26_38_055.jpg,IMG\left_2019_02_02_22_26_38_055.jpg,IMG\right_2019_02_02_22_26_38_055.jpg,0.0,0.0,0.0,27.35108
IMG\center_2019_02_02_22_26_38_158.jpg,IMG\left_2019_02_02_22_26_38_158.jpg,IMG\right_2019_02_02_22_26_38_158.jpg,-0.04830461,0.0,0.0,27.07476
IMG\center_2019_02_02_22_26_38_259.jpg,IMG\left_2019_02_02_22_26_38_259.jpg,IMG\right_2019_02_02_22_26_38_259.jpg,0.0,0.0,0.0,26.80212
IMG\center_2019_02_02_22_26_38_361.jpg,IMG\left_2019_02_02_22_26_38_361.jpg,IMG\right_2019_02_02_22_26_38_361.jpg,0.2657436,0.0,0.0,26.49189
IMG\center_2019_02_02_22_26_38_464.jpg,IMG\left_2019_02_02_22_26_38_464.jpg,IMG\right_2019_02_02_22_26_38_464.jpg,0.04855954,0.0,0.0,26.20119
IMG\center_2019_02_02_22_26_38_566.jpg,IMG\left_2019_02_02_22_26_38_566.jpg,IMG\right_2019_02_02_22_26_38_566.jpg,0.0,0.0,0.0,25.93533
IMG\center_2019_02_02_22_26_38_667.jpg,IMG\left_2019_02_02_22_26_38_667.jpg,IMG\right_2019_02_02_22_26_38_667.jpg,0.0,0.0,0.0,25.62386
IMG\center_2019_02_02_22_26_38_769.jpg,IMG\left_2019_02_02_22_26_38_769.jpg,IMG\right_2019_02_02_22_26_38_769.jpg,0.2124079,0.0,0.0,25.35125
IMG\center_2019_02_02_22_26_38_870.jpg,IMG\left_2019_02_02_22_26_38_870.jpg,IMG\right_2019_02_02_22_26_38_870.jpg,0.08577254,0.0,0.0,25.06424
IMG\center_2019_02_02_22_26_38_973.jpg,IMG\left_2019_02_02_22_26_38_973.jpg,IMG\right_2019_02_02_22_26_38_973.jpg,-0.01068958,0.0,0.0,24.80988
IMG\center_2019_02_02_22_26_39_076.jpg,IMG\left_2019_02_02_22_26_39_076.jpg,IMG\right_2019_02_02_22_26_39_076.jpg,-0.3066888,0.0,0.0,24.4991
IMG\center_2019_02_02_22_26_39_177.jpg,IMG\left_2019_02_02_22_26_39_177.jpg,IMG\right_2019_02_02_22_26_39_177.jpg,-0.05187173,0.0,0.0,24.22961
IMG\center_2019_02_02_22_26_39_278.jpg,IMG\left_2019_02_02_22_26_39_278.jpg,IMG\right_2019_02_02_22_26_39_278.jpg,-0.149634,0.0,0.0,23.98253
IMG\center_2019_02_02_22_26_39_380.jpg,IMG\left_2019_02_02_22_26_39_380.jpg,IMG\right_2019_02_02_22_26_39_380.jpg,-0.06298123,0.0,0.0,23.72291
IMG\center_2019_02_02_22_26_39_481.jpg,IMG\left_2019_02_02_22_26_39_481.jpg,IMG\right_2019_02_02_22_26_39_481.jpg,0.0,0.0,0.0,23.48176
IMG\center_2019_02_02_22_26_39_583.jpg,IMG\left_2019_02_02_22_26_39_583.jpg,IMG\right_2019_02_02_22_26_39_583.jpg,-0.090351,0.0,0.0,23.24535
IMG\center_2019_02_02_22_26_39_685.jpg,IMG\left_2019_02_02_22_26_39_685.jpg,IMG\right_2019_02_02_22_26_39_685.jpg,0.0,0.0,0.0,23.01168
IMG\center_2019_02_02_22_26_39_788.jpg,IMG\left_2019_02_02_22_26_39_788.jpg,IMG\right_2019_02_02_22_26_39_788.jpg,0.0,0.0,0.0,22.73583
IMG\center_2019_02_02_22_26_39_889.jpg,IMG\left_2019_02_02_22_26_39_889.jpg,IMG\right_2019_02_02_22_26_39_889.jpg,0.2042212,0.0,0.0,22.49045
IMG\center_2019_02_02_22_26_39_992.jpg,IMG\left_2019_02_02_22_26_39_992.jpg,IMG\right_2019_02_02_22_26_39_992.jpg,0.25642600000000004,0.0,0.0,22.18552
IMG\center_2019_02_02_22_26_40_091.jpg,IMG\left_2019_02_02_22_26_40_091.jpg,IMG\right_2019_02_02_22_26_40_091.jpg,0.0,0.1621759,0.0,22.00542
IMG\center_2019_02_02_22_26_40_193.jpg,IMG\left_2019_02_02_22_26_40_193.jpg,IMG\right_2019_02_02_22_26_40_193.jpg,0.0,0.4555632000000001,0.0,22.16098
IMG\center_2019_02_02_22_26_40_294.jpg,IMG\left_2019_02_02_22_26_40_294.jpg,IMG\right_2019_02_02_22_26_40_294.jpg,0.0,0.7570422,0.0,22.67278
IMG\center_2019_02_02_22_26_40_393.jpg,IMG\left_2019_02_02_22_26_40_393.jpg,IMG\right_2019_02_02_22_26_40_393.jpg,0.0,1.0,0.0,23.54619
IMG\center_2019_02_02_22_26_40_494.jpg,IMG\left_2019_02_02_22_26_40_494.jpg,IMG\right_2019_02_02_22_26_40_494.jpg,0.0,1.0,0.0,24.51823
IMG\center_2019_02_02_22_26_40_597.jpg,IMG\left_2019_02_02_22_26_40_597.jpg,IMG\right_2019_02_02_22_26_40_597.jpg,-0.2266159,1.0,0.0,25.44536
IMG\center_2019_02_02_22_26_40_702.jpg,IMG\left_2019_02_02_22_26_40_702.jpg,IMG\right_2019_02_02_22_26_40_702.jpg,0.0,0.7062793,0.0,26.22468
IMG\center_2019_02_02_22_26_40_802.jpg,IMG\left_2019_02_02_22_26_40_802.jpg,IMG\right_2019_02_02_22_26_40_802.jpg,-0.2229641,0.3981624,0.0,26.61348
IMG\center_2019_02_02_22_26_40_902.jpg,IMG\left_2019_02_02_22_26_40_902.jpg,IMG\right_2019_02_02_22_26_40_902.jpg,0.0,0.1000306,0.0,26.64624
IMG\center_2019_02_02_22_26_41_006.jpg,IMG\left_2019_02_02_22_26_41_006.jpg,IMG\right_2019_02_02_22_26_41_006.jpg,0.1834545,0.0,0.0,26.3725
IMG\center_2019_02_02_22_26_41_110.jpg,IMG\left_2019_02_02_22_26_41_110.jpg,IMG\right_2019_02_02_22_26_41_110.jpg,0.06179224,0.0,0.0,25.99054
IMG\center_2019_02_02_22_26_41_211.jpg,IMG\left_2019_02_02_22_26_41_211.jpg,IMG\right_2019_02_02_22_26_41_211.jpg,0.0,0.0,0.0,25.72679
IMG\center_2019_02_02_22_26_41_312.jpg,IMG\left_2019_02_02_22_26_41_312.jpg,IMG\right_2019_02_02_22_26_41_312.jpg,0.0,0.0,0.0,25.46891
IMG\center_2019_02_02_22_26_41_414.jpg,IMG\left_2019_02_02_22_26_41_414.jpg,IMG\right_2019_02_02_22_26_41_414.jpg,0.0,0.2853646,0.0,25.37055
IMG\center_2019_02_02_22_26_41_517.jpg,IMG\left_2019_02_02_22_26_41_517.jpg,IMG\right_2019_02_02_22_26_41_517.jpg,0.0,0.5886588,0.0,25.6444
IMG\center_2019_02_02_22_26_41_620.jpg,IMG\left_2019_02_02_22_26_41_620.jpg,IMG\right_2019_02_02_22_26_41_620.jpg,0.0,0.8885476999999999,0.0,26.27376
IMG\center_2019_02_02_22_26_41_722.jpg,IMG\left_2019_02_02_22_26_41_722.jpg,IMG\right_2019_02_02_22_26_41_722.jpg,0.009937447,1.0,0.0,27.19954
IMG\center_2019_02_02_22_26_41_823.jpg,IMG\left_2019_02_02_22_26_41_823.jpg,IMG\right_2019_02_02_22_26_41_823.jpg,0.310624,0.919688,0.0,28.07711
IMG\center_2019_02_02_22_26_41_925.jpg,IMG\left_2019_02_02_22_26_41_925.jpg,IMG\right_2019_02_02_22_26_41_925.jpg,0.09097827,0.6181224,0.0,28.70155
IMG\center_2019_02_02_22_26_42_025.jpg,IMG\left_2019_02_02_22_26_42_025.jpg,IMG\right_2019_02_02_22_26_42_025.jpg,0.06474678,0.3233164,0.0,28.98285
IMG\center_2019_02_02_22_26_42_129.jpg,IMG\left_2019_02_02_22_26_42_129.jpg,IMG\right_2019_02_02_22_26_42_129.jpg,0.2566578,0.0,0.0,28.78883
IMG\center_2019_02_02_22_26_42_231.jpg,IMG\left_2019_02_02_22_26_42_231.jpg,IMG\right_2019_02_02_22_26_42_231.jpg,0.0,0.0,0.0,28.500940000000003
IMG\center_2019_02_02_22_26_42_331.jpg,IMG\left_2019_02_02_22_26_42_331.jpg,IMG\right_2019_02_02_22_26_42_331.jpg,0.0,0.0,0.0,28.21343
IMG\center_2019_02_02_22_26_42_432.jpg,IMG\left_2019_02_02_22_26_42_432.jpg,IMG\right_2019_02_02_22_26_42_432.jpg,-0.28715450000000003,0.0,0.0,27.87681
IMG\center_2019_02_02_22_26_42_533.jpg,IMG\left_2019_02_02_22_26_42_533.jpg,IMG\right_2019_02_02_22_26_42_533.jpg,-0.009041443,0.0,0.0,27.57822
IMG\center_2019_02_02_22_26_42_633.jpg,IMG\left_2019_02_02_22_26_42_633.jpg,IMG\right_2019_02_02_22_26_42_633.jpg,0.0,0.0,0.0,27.30047
IMG\center_2019_02_02_22_26_42_733.jpg,IMG\left_2019_02_02_22_26_42_733.jpg,IMG\right_2019_02_02_22_26_42_733.jpg,0.0,0.0,0.0,27.02803
IMG\center_2019_02_02_22_26_42_835.jpg,IMG\left_2019_02_02_22_26_42_835.jpg,IMG\right_2019_02_02_22_26_42_835.jpg,-0.1188421,0.0,0.0,26.7549
IMG\center_2019_02_02_22_26_42_936.jpg,IMG\left_2019_02_02_22_26_42_936.jpg,IMG\right_2019_02_02_22_26_42_936.jpg,-0.3205254,0.0,0.0,26.40001
IMG\center_2019_02_02_22_26_43_039.jpg,IMG\left_2019_02_02_22_26_43_039.jpg,IMG\right_2019_02_02_22_26_43_039.jpg,-0.01335744,0.0,0.0,26.13164
IMG\center_2019_02_02_22_26_43_141.jpg,IMG\left_2019_02_02_22_26_43_141.jpg,IMG\right_2019_02_02_22_26_43_141.jpg,-0.09116659,0.0,0.0,25.86953
IMG\center_2019_02_02_22_26_43_244.jpg,IMG\left_2019_02_02_22_26_43_244.jpg,IMG\right_2019_02_02_22_26_43_244.jpg,0.0,0.0,0.0,25.60779
IMG\center_2019_02_02_22_26_43_347.jpg,IMG\left_2019_02_02_22_26_43_347.jpg,IMG\right_2019_02_02_22_26_43_347.jpg,-0.0492736,0.01448091,0.0,25.29387
IMG\center_2019_02_02_22_26_43_447.jpg,IMG\left_2019_02_02_22_26_43_447.jpg,IMG\right_2019_02_02_22_26_43_447.jpg,0.0,0.31520240000000005,0.0,25.23181
IMG\center_2019_02_02_22_26_43_551.jpg,IMG\left_2019_02_02_22_26_43_551.jpg,IMG\right_2019_02_02_22_26_43_551.jpg,0.0,0.6149104000000001,0.0,25.53975
IMG\center_2019_02_02_22_26_43_651.jpg,IMG\left_2019_02_02_22_26_43_651.jpg,IMG\right_2019_02_02_22_26_43_651.jpg,0.0,0.9167182,0.0,26.20738
IMG\center_2019_02_02_22_26_43_753.jpg,IMG\left_2019_02_02_22_26_43_753.jpg,IMG\right_2019_02_02_22_26_43_753.jpg,0.1461917,1.0,0.0,27.13143
IMG\center_2019_02_02_22_26_43_856.jpg,IMG\left_2019_02_02_22_26_43_856.jpg,IMG\right_2019_02_02_22_26_43_856.jpg,0.256094,1.0,0.0,27.98739
IMG\center_2019_02_02_22_26_43_957.jpg,IMG\left_2019_02_02_22_26_43_957.jpg,IMG\right_2019_02_02_22_26_43_957.jpg,0.0,0.7186699000000001,0.0,28.7727
IMG\center_2019_02_02_22_26_44_060.jpg,IMG\left_2019_02_02_22_26_44_060.jpg,IMG\right_2019_02_02_22_26_44_060.jpg,0.0,0.4218465,0.0,29.12402
IMG\center_2019_02_02_22_26_44_165.jpg,IMG\left_2019_02_02_22_26_44_165.jpg,IMG\right_2019_02_02_22_26_44_165.jpg,0.0,0.1178013,0.0,29.21767
IMG\center_2019_02_02_22_26_44_267.jpg,IMG\left_2019_02_02_22_26_44_267.jpg,IMG\right_2019_02_02_22_26_44_267.jpg,0.0,0.1843262,0.0,28.95631
IMG\center_2019_02_02_22_26_44_370.jpg,IMG\left_2019_02_02_22_26_44_370.jpg,IMG\right_2019_02_02_22_26_44_370.jpg,0.0,0.4924367,0.0,29.04885
IMG\center_2019_02_02_22_26_44_470.jpg,IMG\left_2019_02_02_22_26_44_470.jpg,IMG\right_2019_02_02_22_26_44_470.jpg,0.0,0.7952505,0.0,29.54055
IMG\center_2019_02_02_22_26_44_571.jpg,IMG\left_2019_02_02_22_26_44_571.jpg,IMG\right_2019_02_02_22_26_44_571.jpg,0.1258175,1.0,0.0,30.18859
IMG\center_2019_02_02_22_26_44_674.jpg,IMG\left_2019_02_02_22_26_44_674.jpg,IMG\right_2019_02_02_22_26_44_674.jpg,0.2772118,1.0,0.0,30.17537
IMG\center_2019_02_02_22_26_44_776.jpg,IMG\left_2019_02_02_22_26_44_776.jpg,IMG\right_2019_02_02_22_26_44_776.jpg,0.0,0.8157268,0.0,30.15254
IMG\center_2019_02_02_22_26_44_880.jpg,IMG\left_2019_02_02_22_26_44_880.jpg,IMG\right_2019_02_02_22_26_44_880.jpg,0.0,0.5201147,0.0,30.0805
IMG\center_2019_02_02_22_26_44_982.jpg,IMG\left_2019_02_02_22_26_44_982.jpg,IMG\right_2019_02_02_22_26_44_982.jpg,-0.13410260000000002,0.2129054,0.0,29.99586
IMG\center_2019_02_02_22_26_45_084.jpg,IMG\left_2019_02_02_22_26_45_084.jpg,IMG\right_2019_02_02_22_26_45_084.jpg,-0.2716433,0.0,0.0,29.69246
IMG\center_2019_02_02_22_26_45_186.jpg,IMG\left_2019_02_02_22_26_45_186.jpg,IMG\right_2019_02_02_22_26_45_186.jpg,0.0,0.0,0.0,29.39116
IMG\center_2019_02_02_22_26_45_287.jpg,IMG\left_2019_02_02_22_26_45_287.jpg,IMG\right_2019_02_02_22_26_45_287.jpg,0.0,0.0,0.0,29.03329
IMG\center_2019_02_02_22_26_45_392.jpg,IMG\left_2019_02_02_22_26_45_392.jpg,IMG\right_2019_02_02_22_26_45_392.jpg,0.03581035,0.0,0.0,28.74075
IMG\center_2019_02_02_22_26_45_494.jpg,IMG\left_2019_02_02_22_26_45_494.jpg,IMG\right_2019_02_02_22_26_45_494.jpg,0.3385724,0.0,0.0,28.37881
IMG\center_2019_02_02_22_26_45_599.jpg,IMG\left_2019_02_02_22_26_45_599.jpg,IMG\right_2019_02_02_22_26_45_599.jpg,0.06910199,0.0,0.0,28.06486
IMG\center_2019_02_02_22_26_45_700.jpg,IMG\left_2019_02_02_22_26_45_700.jpg,IMG\right_2019_02_02_22_26_45_700.jpg,0.0,0.0,0.0,27.77658
IMG\center_2019_02_02_22_26_45_800.jpg,IMG\left_2019_02_02_22_26_45_800.jpg,IMG\right_2019_02_02_22_26_45_800.jpg,0.0,0.0734804,0.0,27.50006
IMG\center_2019_02_02_22_26_45_902.jpg,IMG\left_2019_02_02_22_26_45_902.jpg,IMG\right_2019_02_02_22_26_45_902.jpg,0.0,0.3647447,0.0,27.4904
IMG\center_2019_02_02_22_26_46_005.jpg,IMG\left_2019_02_02_22_26_46_005.jpg,IMG\right_2019_02_02_22_26_46_005.jpg,0.0,0.6696626999999999,0.0,27.83967
IMG\center_2019_02_02_22_26_46_109.jpg,IMG\left_2019_02_02_22_26_46_109.jpg,IMG\right_2019_02_02_22_26_46_109.jpg,0.0,1.0,0.0,28.73582
